ID;Category;Sub-Category-1;Sub-Category-2;Sub-Category-3;
d01cadfa-16f1-4160-a093-6b13d42d0c97;Antiques, Art & Collectibles;;;;
0c985783-e733-4443-998f-c671b255d9cf;Antiques, Art & Collectibles ; Antiques Over 100 Years Old;;;
cf738328-7857-433d-b280-bb648d3a0914;Antiques, Art & Collectibles ; Antiques Over 100 Years Old ; Antique;;
7cf7c67d-f56a-4511-8ed6-dfba78405212;Antiques, Art & Collectibles ; Antiques Over 100 Years Old ; Antique Furniture;;
e78ab515-94ee-4999-b75b-3e38c98120f5;Antiques, Art & Collectibles ; Antiques Over 100 Years Old ; Antique Furniture | wooden;;
d0aa56a5-52ee-4bfd-9054-fa6ef8d43fa1;Antiques, Art & Collectibles ; Antiques Over 100 Years Old ; Antique Silverware;;
06458c65-0b6c-4740-bf4b-526598726d9b;Antiques, Art & Collectibles ; Antiques Over 100 Years Old ; Antique | wooden;;
08e999b5-c974-4de7-b92f-89361bb417c7;Antiques, Art & Collectibles ; Artwork;;;
b7734636-1abd-46c8-b55e-2cd3567ae81f;Antiques, Art & Collectibles ; Artwork ; Original Art Work | collages & decorative plaques;;
31c1a2bb-2fe2-4630-a52f-51e09cf88ea7;Antiques, Art & Collectibles ; Artwork ; Original Art Work | engravings, prints & lithographs;;
df28b0f2-3958-4099-af7a-87cac2a708dc;Antiques, Art & Collectibles ; Artwork ; Original Art Work | paintings & drawings;;
82d4fc21-c0de-4527-bee0-56539548c752;Antiques, Art & Collectibles ; Artwork ; Original Art Work | sculptures & statuary;;
810dbc93-a57d-4f91-bebd-527baf19db6a;Antiques, Art & Collectibles ; Artwork ; Original Art Work | sculptures & statuary of gold;;
2e7e7d09-b38f-40cc-b9ac-12e998c02253;Antiques, Art & Collectibles ; Artwork ; Poster, Picture or Print;;
309b286e-246d-49ed-85ce-b23d815a6962;Antiques, Art & Collectibles ; Artwork ; Poster, Picture or Print | lithographic;;
ba3cfa4a-bf45-45f1-bb58-13c6d4ebf439;Antiques, Art & Collectibles ; Collectibles;;;
3be69a65-97ab-4b4c-abd2-89c754a34ec8;Antiques, Art & Collectibles ; Collectibles ; Classic Vehicle Part (unusable collectible);;
1df1296e-3c70-4f8d-bb1d-f6debb21bae8;Antiques, Art & Collectibles ; Collectibles ; Coin of numismatic  interest;;
5d07b7a4-f2df-4794-8b5f-f8a77927f64b;Antiques, Art & Collectibles ; Collectibles ; Collectible of historic / cultural interest;;
b2397e90-de25-4ff8-a2a6-ee9a26dfaf7e;Antiques, Art & Collectibles ; Collectibles ; Collectible of historic / cultural interest | containing animal products;;
5482382e-ef93-429d-8426-4651108c2f6a;Antiques, Art & Collectibles ; Collectibles ; Collectibles of wood;;
92e8b249-fa0f-4771-99fa-7c64c8e6858c;Antiques, Art & Collectibles ; Collectibles ; Collectibles of wood | botanical collections;;
2c45b337-cf12-4cc0-bde1-cc9896fd2720;Antiques, Art & Collectibles ; Collectibles ; Enamels on copper base;;
5ef6fc61-2d25-4534-80a2-57c5176d498a;Antiques, Art & Collectibles ; Collectibles ; Letters;;
0c7f4b1c-519f-4009-8255-02801efbc3c3;Antiques, Art & Collectibles ; Collectibles ; Medals - Gold;;
95f3b17a-d8a6-40e4-847a-6e8f2e17f64d;Antiques, Art & Collectibles ; Collectibles ; Medals - Silver;;
86b32755-d815-43c1-838b-808db48f63cb;Antiques, Art & Collectibles ; Collectibles ; Medals - other material than gold;;
06aee03a-656b-4585-8a3b-52b7ca274534;Antiques, Art & Collectibles ; Collectibles ; Medals of base metal;;
5c306db4-dfa0-4fed-b32e-031ff8281c69;Antiques, Art & Collectibles ; Collectibles ; Musical box;;
ba9323cb-90d7-4db4-a503-79f198c535b5;Antiques, Art & Collectibles ; Collectibles ; Original screen prints;;
279d4837-f1bf-46e4-8611-02b443794482;Antiques, Art & Collectibles ; Collectibles ; Photos & Images;;
ae329746-5950-4ccb-9f05-e2f0660579a9;Antiques, Art & Collectibles ; Collectibles ; Pin or Badge of base metal;;
b0a726aa-bdbe-4457-9f3f-733bec29707c;Antiques, Art & Collectibles ; Collectibles ; Postage Stamps: current and unused;;
a44e2ecc-5c2f-40c2-8c12-b89811aa980a;Antiques, Art & Collectibles ; Collectibles ; Postage Stamps: of philatelic Interest;;
ef0b6175-a43e-4ba1-8e56-60a814b35262;Antiques, Art & Collectibles ; Collectibles ; Postcards;;
4f0f5105-0ebd-4a1b-8f97-c5fccf5abd34;Antiques, Art & Collectibles ; Collectibles ; Posters;;
4edccfc3-2304-4008-9ea3-ddce120d52cb;Antiques, Art & Collectibles ; Collectibles ; Pre 1950 Motorvehicle Parts;;
38fcb886-84b1-43ff-912d-cfe0c53d877e;Antiques, Art & Collectibles ; Collectibles ; Printed Vintage Documents;;
86aadc7d-312c-4d61-a40b-bc95651e8f97;Antiques, Art & Collectibles ; Collectibles ; Statuettes and other ornaments- of wood;;
c4b20a55-6620-4774-a801-8a1155c04c23;Antiques, Art & Collectibles ; Collectibles ; Swords & Cutlasses;;
e66f5e63-b311-4c31-a0d6-3ee63f1185ed;Antiques, Art & Collectibles ; Collectibles ; Trophy;;
7024906f-ea25-46fc-a414-acc7aa0855f6;Bags & Accessories;;;;
b0eeea97-c3d4-4944-b03e-04f8e71dcb7b;Bags & Accessories ; Bags | bag accessories;;;
8d1de66e-9fa6-4776-b683-9ab8567828ae;Bags & Accessories ; Bags | bag accessories ; Aluminum luggage tag;;
672b7d5d-8f6f-497b-9422-994800ec0a57;Bags & Accessories ; Bags | bag accessories ; Bag / Phone Charm or Hanger of gold;;
7ee9c0dc-db2d-47e9-ad80-d2398c114287;Bags & Accessories ; Bags | bag accessories ; Bag / Phone Charm or Hanger of silver;;
0b758d95-6c30-4493-8bd2-aa257225a5f8;Bags & Accessories ; Bags | bag accessories ; Bag / Phone Charms & Hangers of Base Metal;;
01891da4-425a-4433-b9ea-d60102a91d01;Bags & Accessories ; Bags | bag accessories ; Bag / Phone Charms & Hangers of Base Metal Plated with Precious Metal;;
fceea350-f0f4-4c22-ad34-93f89c865aa1;Bags & Accessories ; Bags | bag accessories ; Bag / Phone Charms & Hangers of Plastic;;
2cc6bc08-c405-428e-a685-0b241572ed42;Bags & Accessories ; Bags | bag accessories ; Bag Accessory of knitted textile;;
4f68fe2c-b530-449d-9ddb-180553aa34cc;Bags & Accessories ; Bags | bag accessories ; Bag Accessory of woven textile;;
f3e1aa1a-c9b1-4e26-9a6c-7e34f791088e;Bags & Accessories ; Bags | bag accessories ; Leather Shoulder Strap;;
1b7771a1-b8fa-422d-94b9-836d536dbcc0;Bags & Accessories ; Bags | bag accessories ; Luggage Tag of plastic;;
5d10e37c-1f91-47c7-b74d-e395d1693716;Bags & Accessories ; Bags | bag accessories ; Luggage Trolley;;
6403f640-da86-4ac9-b1e2-b23a383b7cb6;Bags & Accessories ; Bags | briefcases, school satchels & messenger bags;;;
9ab605fe-88ec-4a5b-b493-b4675265d6a9;Bags & Accessories ; Bags | briefcases, school satchels & messenger bags ; Work Bags of aluminium;;
14e9bfe9-f4d8-4278-abb6-d8044ff21f1a;Bags & Accessories ; Bags | briefcases, school satchels & messenger bags ; Work Bags of leather;;
e3aec2c5-9259-42d5-96b8-16b7e75d35b0;Bags & Accessories ; Bags | briefcases, school satchels & messenger bags ; Work Bags of other materials;;
938fd150-f1ad-4390-8d85-2c17dedfecf5;Bags & Accessories ; Bags | briefcases, school satchels & messenger bags ; Work Bags of plastic | plastic sheeting;;
fc36ab4f-63f7-4e98-aae1-f7587d8670db;Bags & Accessories ; Bags | briefcases, school satchels & messenger bags ; Work Bags of textile | man-made fibres;;
0a076cc9-cd8c-4acf-b356-4bf61ec10ec1;Bags & Accessories ; Bags | briefcases, school satchels & messenger bags ; Work Bags of textile | other;;
3aec4bf6-1834-458a-a693-d0f0847fc5bb;Bags & Accessories ; Bags | handbags, clutches & shoulder bags;;;
8e9427e5-626a-4330-ab3a-f4ea65ff680a;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of aluminium;;
75bcff0f-406f-4677-8333-5d4e092d5d55;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of feathers;;
00836bca-9ab2-4e8d-91d0-3d94490ad946;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of leather | other leather;;
4dfc8e21-5f1a-4120-804c-38d2e65f8e01;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of leather | reptile leather;;
4fbe6dd9-53f3-4f65-a7ac-cc4b4dfbc008;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of other materials;;
2227ff3e-53b9-4569-bbcb-5bbaa63f1d8e;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of paper-covered other materials;;
34d7c46a-0607-4ca1-9102-9351f9f6f753;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of paper-covered rigid plastic;;
5aa5a1a5-e027-4d89-9214-f773bfc29146;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of paper-covered wood;;
35dd9a0f-8ded-4875-89de-e86c6a86ef17;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of plastic sheeting;;
9a8dae26-1dd9-481f-8e44-90315f94e01f;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of textile | braided - Abaca;;
8be39a3e-f99d-4445-9ed1-3662ba6c80a0;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of textile | braided - other;;
23cca5bc-1ed3-4f5b-aa48-267984054c98;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of textile | unbraided - man-made fibres;;
6a804b51-3526-4757-8f7b-cf61258cb655;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of textile | unbraided - other;;
b17843c4-7fe1-4e67-b3a4-00ead21c2046;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of textile | unbraided - paper yarn;;
d7f241f2-4108-42d0-bca2-20948aa12529;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of textile | unbraided ; 85% silk;
82aa5a56-f3ce-4a41-a5d4-4786bf7bb2c7;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of textile | unbraided: plant fibres - cotton;;
5ea9db30-b119-4914-a094-a35cba945521;Bags & Accessories ; Bags | handbags, clutches & shoulder bags ; Handbags of textile | unbraided: plant fibres - other;;
a865e673-ca0b-4adf-b3a9-319ab7218698;Bags & Accessories ; Bags | other bags & cases;;;
fafae9f0-c57d-4b69-a280-6d9a5345b863;Bags & Accessories ; Bags | other bags & cases ; Cooler Bags of man-made fibres;;
89d748ae-940b-4253-b96e-eff42e95eb0c;Bags & Accessories ; Bags | other bags & cases ; Cooler Bags of plastic sheeting;;
6e87ea13-5349-498f-afa7-b51f53b51b0d;Bags & Accessories ; Bags | other bags & cases ; Other Bags & Cases of leather;;
4cdc485d-da00-4b0e-83ea-a912b6938146;Bags & Accessories ; Bags | other bags & cases ; Other Bags & Cases of other materials;;
3947cbbe-4f71-4973-a1ed-1cc1f0650460;Bags & Accessories ; Bags | other bags & cases ; Other Bags & Cases of paper-covered rigid plastic;;
c857811e-2e63-4e94-8afe-fc303f8acb3a;Bags & Accessories ; Bags | other bags & cases ; Other Bags & Cases of plastic sheeting;;
3bcbe4ef-fcfe-43fa-8b7a-43c040d7bfc8;Bags & Accessories ; Bags | other bags & cases ; Other Bags & Cases of textile | cotton;;
c45f7473-3208-4731-8f23-90ef9d712a71;Bags & Accessories ; Bags | other bags & cases ; Other Bags & Cases of textile | man-made fibre;;
76cf2f0d-abb6-42bf-8136-ed6bc3b5b8d5;Bags & Accessories ; Bags | purses, pouches & wallets;;;
311fb6ae-ec8d-48ac-8f2f-cf2775d98620;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of leather | other leather;;
825cee5b-6957-4fc5-aef4-6823a5508734;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of leather | reptile leather;;
fd0aacb0-7d03-4fc6-bc6d-8742f1531165;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of other materials;;
7633cf18-95dc-4b89-945d-0cde352113d7;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of paper-covered other materials;;
bdf11312-62e4-4509-855a-a8cf1ec19065;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of paper-covered rigid plastic;;
bd4256d5-4d08-4dc9-b79f-688f6ad3dba3;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of paper-covered wood;;
7ea72781-203f-4b76-a508-54f01d306227;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of plastic sheeting | laminated / re-inforced;;
e307f997-d90e-4058-9c40-cd0d2802af1a;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of plastic sheeting | other;;
f1054d46-441c-426b-883e-1c543bb4a934;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of textile | ; 85% silk;
89154030-4248-4f67-a08b-492f87a1dd1a;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of textile | man-made fibres;;
87db53af-793d-4fc2-840e-5665cf53e3fa;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of textile | other;;
1a6fd6d1-723e-4fbb-b9ce-595c272881ec;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of textile | plant fibres - cotton;;
3580bb1b-afc0-463e-a92c-51b10d629c35;Bags & Accessories ; Bags | purses, pouches & wallets ; Wallets of textile | plant fibres - other;;
fd27548c-5082-4797-9bfd-38858b679eec;Bags & Accessories ; Bags | travel bags, toilet bags, rucksacks & sports bags;;;
d4ae398b-4d10-4964-9dea-50c9918893a8;Bags & Accessories ; Bags | travel bags, toilet bags, rucksacks & sports bags ; Travelling / Sports Bags of leather;;
47da2cfa-e696-4548-9fdd-f20e2aecc8c6;Bags & Accessories ; Bags | travel bags, toilet bags, rucksacks & sports bags ; Travelling / Sports Bags of plastic sheeting;;
561d0342-c3fa-42cd-b42f-b4a4aad30023;Bags & Accessories ; Bags | travel bags, toilet bags, rucksacks & sports bags ; Travelling / Sports Bags of textile | man-made fibres - backpacks;;
f5db2a01-bb07-4060-bf4f-d1df8f6974d8;Bags & Accessories ; Bags | travel bags, toilet bags, rucksacks & sports bags ; Travelling / Sports Bags of textile | man-made fibres - other;;
6ef89dc3-b5f6-4057-89f6-cf6c9134904a;Bags & Accessories ; Bags | travel bags, toilet bags, rucksacks & sports bags ; Travelling / Sports Bags of textile | other;;
5c9d165e-fdba-46c2-aba6-3898370416f3;Bags & Accessories ; Bags | travel bags, toilet bags, rucksacks & sports bags ; Travelling / Sports Bags of textile | plant fibres - cotton;;
b0d95940-ce5a-4bb5-9986-ad2e65d0bd3a;Bags & Accessories ; Bags | trunks, suitcases & vanity cases;;;
fa365a6a-1279-444c-a68e-be84baaa0627;Bags & Accessories ; Bags | trunks, suitcases & vanity cases ; Luggage of aluminium;;
8f8640be-d1e7-4474-9ca4-68180fed18b4;Bags & Accessories ; Bags | trunks, suitcases & vanity cases ; Luggage of leather;;
8f7f3141-a4ac-437c-8dcd-6161aaaf9415;Bags & Accessories ; Bags | trunks, suitcases & vanity cases ; Luggage of other materials;;
6593807b-1b1d-453f-8286-f1b3abe2b207;Bags & Accessories ; Bags | trunks, suitcases & vanity cases ; Luggage of plastic | moulded / rigid plastic;;
da705a4b-6ea6-43be-8f04-8760ebdcb90d;Bags & Accessories ; Bags | trunks, suitcases & vanity cases ; Luggage of plastic | plastic sheeting;;
8e72581e-fbfe-419a-b6a0-cdc9bae1a2a4;Bags & Accessories ; Bags | trunks, suitcases & vanity cases ; Luggage of textile | man-made fibres;;
b54580a1-3e65-4504-9d76-c53118fc225e;Bags & Accessories ; Bags | trunks, suitcases & vanity cases ; Luggage of textile | other;;
d79c81ab-2f35-4adf-98ad-6a1e52a3c0cb;Bags & Accessories ; Bags | trunks, suitcases & vanity cases ; Luggage of textile | plant fibres - cotton;;
cacec762-a1f5-4e88-a835-1fe9552790a6;Bags & Accessories ; Belts;;;
364df544-b54e-4888-a52e-f0f488d4dc47;Bags & Accessories ; Belts ; Belt Buckle of Silver;;
6975d7ee-7897-4bbe-b9ce-dab2a20573c4;Bags & Accessories ; Belts ; Belt Buckle of base metal;;
ad9002d5-e24e-4d8d-aa60-eecb5695867c;Bags & Accessories ; Belts ; Belt Buckle of plastic;;
19d0de79-c152-4e95-8a5f-229dadf43c16;Bags & Accessories ; Belts ; Belt of knitted  man-made fibres;;
8d26e993-c057-4630-a63c-715bb9271ef2;Bags & Accessories ; Belts ; Belt of knitted  other textile materials ; 70% silk;
ccf6f556-76d3-4094-b5db-7aa4395d6924;Bags & Accessories ; Belts ; Belt of knitted  wool / fine animal hair;;
cbf664c4-c6e4-4f74-b8a1-bea0c68e5351;Bags & Accessories ; Belts ; Belt of knitted cotton;;
2b6c5fa3-a991-4f21-8340-006ed833877e;Bags & Accessories ; Belts ; Belt of knitted other textile materials;;
382b963c-95ad-4ece-8b8f-ed14b7651823;Bags & Accessories ; Belts ; Belt of leather;;
0216b4dc-b3b7-4a65-a5ef-386ecc0475bb;Bags & Accessories ; Belts ; Belt of plastic;;
6510ec43-3b99-4e1b-a671-d596207fab23;Bags & Accessories ; Belts ; Belt of steel (clothing accessory);;
80364325-edf6-4a1a-86e3-fa362aeae9f1;Bags & Accessories ; Belts ; Belt of woven  man-made fibres;;
21c815eb-bce2-46f7-9a2d-da8a05d698c0;Bags & Accessories ; Belts ; Belt of woven  other textile materials;;
41ce5f2c-789a-43ce-a64d-7eb7d6fadd79;Bags & Accessories ; Belts ; Belt of woven  other textile materials ; 70% silk;
f4036d4a-3299-4dd1-8394-5c558ce53de0;Bags & Accessories ; Belts ; Belt of woven  wool / fine animal hair;;
07eeaca2-9f2a-4822-9a2d-0240bac7c000;Bags & Accessories ; Belts ; Belt of woven cotton;;
40f77a72-ba00-4f5d-b6c0-6c6caea63a3e;Bags & Accessories ; Gloves & Ear Muffs;;;
27f98301-18a9-4cd5-b654-824f2df6734b;Bags & Accessories ; Gloves & Ear Muffs ; Ear Muffs of knitted textile;;
0a3996a3-3a77-4f18-b35f-b7aa2cb32d78;Bags & Accessories ; Gloves & Ear Muffs ; Ear Muffs of knitted textile | elasticated;;
83887f29-ac55-40c4-94f2-0ec958634334;Bags & Accessories ; Gloves & Ear Muffs ; Ear Muffs of woven textile;;
e309da72-1c60-46b9-9bd6-85bac343c912;Bags & Accessories ; Gloves & Ear Muffs ; Gloves & Mittens of knitted wool / fine animal hair | mittens coated with rubber;;
c81a0949-0413-476a-b137-ac5f54955ada;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of furskins;;
c12aff45-7594-4f3c-918d-496dc87c6401;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of furskins | harp / hooded seal pups;;
fc58a10e-45f1-4cf0-be2d-12538d0270c3;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of furskins | mink;;
4da57203-2eb9-4921-8b08-fb35b73d1d93;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of knitted artificial fibres;;
d53d7ad4-2c46-4fec-8fa5-a4a5ad31974e;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of knitted cotton;;
acaffa58-df25-4bc8-82ba-7fb9b6ecbed5;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of knitted other textile materials;;
785aef6d-31c5-447d-93c8-ab4fac45378c;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of knitted other textile materials ; 70% silk;
77d7e5c1-1133-4309-aeee-1890929fe116;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of knitted synthetic fibres;;
d8284da0-2489-4565-8810-76b5ab3a51c5;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of knitted synthetic fibres ; 23% wool / fine animal hair;
bc53aa0d-2cdf-4111-a478-7c097f90e972;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of knitted wool / fine animal hair;;
0e199962-f13f-4dc3-8100-69e854747217;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of leather;;
a8807184-d361-4a65-8eb2-48c113b8e261;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of leather (100%);;
e32bc0c1-28c5-493f-9ab5-3f3a25e1f88f;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of plastic;;
d4c72af5-522b-4a00-afaf-863a2546dd63;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of plastic | disposable;;
4184cc91-03cc-4e17-a0d3-c223f50d5efa;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of rubber;;
f919967f-6532-4a5a-a2ae-ae43b3d50209;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of rubber | medical;;
4f4686a7-9663-4767-86fc-f74f66c3e7a2;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of rubber | seamless;;
52735808-6546-4fe3-90c0-b7bed2e6bf6a;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of woven cotton;;
a6d7e020-3017-46e8-b24c-c7cdb38bcaaa;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of woven man-made fibres;;
f207c449-f04b-49d0-8504-c2f481b2ae98;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of woven man-made fibres ; 23% wool / fine animal hair;
fffe2671-905e-486f-a4da-4d4cb8794d2c;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of woven other textile materials;;
6dee3f77-9b7d-4ec2-8713-1d898add38cf;Bags & Accessories ; Gloves & Ear Muffs ; Gloves or Mittens of woven wool / fine animal hair;;
281a5040-8212-4497-9ee2-9345082cd620;Bags & Accessories ; Hair Accessories;;;
67c519e6-3693-4fb7-8fc1-3a760367674e;Bags & Accessories ; Hair Accessories ; Accessory of base metal clad with precious metals;;
56872900-a32a-4667-b51d-b36d3d10c24f;Bags & Accessories ; Hair Accessories ; Accessory of precious metal;;
35c50f19-8a7e-4e54-b14b-7c5fe88567b3;Bags & Accessories ; Hair Accessories ; Accessory of precious metal | silver;;
0d18cfed-48d3-44c9-9112-21fb7a9627e8;Bags & Accessories ; Hair Accessories ; Accessory with precious / semi-precious stones (without precious metals);;
ac601351-4b1e-48e7-b951-6d3da57812c4;Bags & Accessories ; Hair Accessories ; Comb of hard rubber;;
f27d6486-92a6-4182-bce5-b711658c0aea;Bags & Accessories ; Hair Accessories ; Comb of other materials;;
4d1f2ec5-2656-4e6d-bf7d-c25f5e8659b8;Bags & Accessories ; Hair Accessories ; Comb of plastic;;
d4544399-dda3-4752-9f6c-361ec8a7e9a2;Bags & Accessories ; Hair Accessories ; Hair Extensions of human hair;;
24c40aaf-8dc7-41ff-9979-ea1c1af28c82;Bags & Accessories ; Hair Accessories ; Hair Extensions of other materials;;
6fd668b3-360e-4c42-94a1-36ae304b075a;Bags & Accessories ; Hair Accessories ; Hair Extensions of synthetic textiles;;
9e892fd9-f4bc-439e-b44c-8973134dfb96;Bags & Accessories ; Hair Accessories ; Hair Nets & Snoods;;
47982bc7-15ce-4ee3-bb15-b5f14eaf9bde;Bags & Accessories ; Hair Accessories ; Hairpin;;
7300d018-0099-4c9b-94e0-13d022a2d734;Bags & Accessories ; Hair Accessories ; Headband, Hair Slide or Tiara of hard rubber / plastic;;
893fa646-ee3b-45b2-9ac7-9f5f94f43ec3;Bags & Accessories ; Hair Accessories ; Headband, Hair Slide or Tiara of hard rubber / plastic | with imitation pearls / gems;;
3a094841-b977-43c9-b7b5-b221a29d53e3;Bags & Accessories ; Hair Accessories ; Headband, Hair Slide or Tiara of other materials;;
c5fe13e3-8321-42ea-8eee-237718e3d281;Bags & Accessories ; Hair Accessories ; Headband, Hairband or Scrunchy of knitted textile;;
810c5395-2b01-4ed2-8924-fda39dbaea2f;Bags & Accessories ; Hair Accessories ; Headband, Hairband or Scrunchy of knitted textile | ; 70% silk;
c25f9a11-8901-427a-acb5-cc174f56da65;Bags & Accessories ; Hair Accessories ; Headband, Hairband or Scrunchy of knitted textile | elasticated;;
d5ba7e17-de5d-4e23-ad9e-0abb8bfab294;Bags & Accessories ; Hair Accessories ; Headband, Hairband or Scrunchy of woven textile;;
bb9e24f7-ffd3-4b64-8da2-02e4bf44faba;Bags & Accessories ; Hair Accessories ; Headband, Hairband or Scrunchy of woven textile | ; 70% silk;
6f59c145-8598-41e7-8b4e-dee5f40cfa69;Bags & Accessories ; Hair Accessories ; Other Hair Accessory or Set;;
48039057-d21f-4775-ba39-69fa086b3499;Bags & Accessories ; Hats, Beanies, Bonnets & Berets;;;
27414e0b-77e4-489a-b857-9f410e7ad260;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Disposable Headwear of man-made fibres (without peak / visor);;
db05b4f5-5a78-4909-b118-5f9b471fcb8b;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Felt hat of fur felt;;
30c137f2-20fb-4cf1-aae0-3ab16968d76d;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Felt hat of material other than fur felt;;
f24b17f4-1457-469f-b1e9-9018d81cd4d5;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat Bands;;
752c0945-4279-4e8b-a719-44de87f790a4;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of ; 70% silk;
37e18f52-cacb-4138-9cff-65049274e77a;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of cotton / flax;;
2d5d93f6-451f-4bd8-82b0-04e0166f44ae;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of fine animal hair;;
9318cd73-c6e9-4bce-a2ef-eaedc87ee82a;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of fur;;
6fe31d70-64b5-4b02-aa14-86189780d5b6;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of man-made fibres;;
534f87aa-7070-4b9e-a0a7-d68a0af8afcd;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of other materials;;
f0dabb79-aeba-47d4-88b2-58e59bcbea56;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of paper yarn;;
88f3416d-d704-4b46-aeed-6b2bf78e0b3f;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of plaited / woven strips;;
460e74a5-95f2-44f3-a8d7-2b03fe58c732;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of plaited / woven strips | plant fibres;;
347ff603-73f8-4a3d-904d-6de470b6a5d2;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hat or Headwear of wool;;
7e687977-b450-4d2c-9b5b-4d4bb1babc98;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Hats & Headwear of leather;;
3387561f-12cb-4833-bf80-50b1c6d10242;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Knitted Hat or Beanie of ; 70% silk;
4cbc5e22-679d-442c-9a51-a58e2e2c8c78;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Knitted Hat or Beanie of cotton / flax;;
a94b95f0-7a0a-434f-824d-73957619616d;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Knitted Hat or Beanie of fine animal hair;;
b9c07c2e-e05c-46cb-831d-f82c1219c6b8;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Knitted Hat or Beanie of man-made fibres;;
a8fcf704-0251-487b-9a3b-26000ac35e6d;Bags & Accessories ; Hats, Beanies, Bonnets & Berets ; Knitted Hat or Beanie of man-made fibres | braided;;
